Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 6 497.79 70.21 578.0 70.21 0
#1 service 10 0 583.39 593.39 75.6 0
#1 service 7 0 604.57 614.57 86.78 0
#1 service 4 37.42 644.58 692.0 116.8 0
#1 service 1 18.5 732.5 761.0 157.29 0
#1 service 3 33.6 777.4 821.0 173.69 0
#1 service 8 17.83 864.17 892.0 216.87 0
#1 service 12 0 907.3 917.3 232.17 0
#1 service 9 0 936.09 946.09 250.95 0
#1 service 2 0 1022.36 1032.36 327.23 0
#1 service 11 0 1053.95 1063.95 348.82 97.95
#1 service 5 0 1145.98 1155.98 430.85 213.98
#1 finish 0 0 1197.47 1197.47 472.34 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   605.13  1197.47 472.34 311.93
