Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 10 0 128.79 138.79 128.79 0
#1 service 7 26.93 155.07 192.0 145.07 0
#1 service 6 0 262.26 272.26 215.32 0
#1 service 8 0 282.31 292.31 225.37 0
#1 service 4 0 314.44 324.44 247.51 0
#1 service 2 0 343.76 353.76 266.82 12.76
#1 service 1 0 354.76 364.76 267.82 0
#1 service 3 0 380.41 390.41 283.47 0
#1 service 11 0 423.51 433.51 316.58 0
#1 service 9 0 440.51 450.51 323.58 207.51
#1 service 5 0 464.66 474.66 337.72 0
#1 service 12 0 518.95 528.95 382.02 234.95
#1 finish 0 0 639.63 639.63 492.7 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   26.93  639.63 492.7 455.22
