Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 2 0 116.21 206.21 116.21 0
#1 service 5 0 211.21 301.21 121.21 0
#1 service 3 0 304.82 394.82 124.82 0
#1 service 9 0 427.92 517.92 157.92 24.92
#1 service 1 0 522.39 612.39 162.39 0
#1 service 10 0 645.41 735.41 195.41 45.41
#1 service 7 27.06 798.94 916.0 258.94 0
#1 service 4 0 920.12 1010.12 263.06 0
#1 service 8 4.73 1041.27 1136.0 294.21 0
#1 service 11 0 1195.2 1285.2 353.41 708.2
#1 service 6 0 1294.64 1384.64 362.84 152.64
#1 finish 0 0 1456.02 1456.02 434.23 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   31.79  1456.02 434.23 931.17
