Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 3 0 65.8 155.8 65.8 0
#1 service 2 0 159.93 249.93 69.93 0
#1 service 5 0 257.14 347.14 77.14 0
#1 service 11 36.56 412.44 539.0 142.44 0
#1 service 9 0 542.0 632.0 145.44 0
#1 service 8 0 634.24 724.24 147.68 0
#1 service 4 0 799.05 889.05 222.49 0
#1 service 1 0 917.68 1007.68 251.13 0
#1 service 6 26.32 1072.68 1189.0 316.13 0
#1 service 10 0 1196.07 1286.07 323.2 0
#1 service 7 0 1290.54 1380.54 327.67 0
#1 service 12 0 1518.55 1608.55 465.68 195.55
#1 finish 0 0 1696.87 1696.87 554.0 195.87
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   62.87  1696.87 554.0 391.42
