Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 3 0 81.32 171.32 81.32 0
#1 service 5 0 178.39 268.39 88.39 0
#1 service 1 0 274.05 364.05 94.05 0
#1 service 8 0 375.23 465.23 105.23 0
#1 service 9 0 468.06 558.06 108.06 0
#1 service 10 51.78 561.22 703.0 111.22 0
#1 service 12 0 707.0 797.0 115.22 0
#1 service 11 0 800.0 890.0 118.22 0
#1 service 2 0 893.61 983.61 121.82 218.61
#1 service 7 0 985.02 1075.02 123.24 0
#1 service 6 0 1079.14 1169.14 127.36 0
#1 service 4 0 1172.75 1262.75 130.97 0
#1 finish 0 0 1350.81 1350.81 219.02 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   51.78  1350.81 219.02 218.61
