Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 8 0 84.15 174.15 84.15 0
#1 service 2 0 197.92 287.92 107.92 0
#1 service 4 0 295.92 385.92 115.92 0
#1 service 9 0 388.92 478.92 118.92 0
#1 service 3 0 488.41 578.41 128.41 0
#1 service 7 0 580.64 670.64 130.64 0
#1 service 6 0 671.64 761.64 131.64 0
#1 service 11 0 764.8 854.8 134.8 0
#1 service 1 0 873.83 963.83 153.83 0
#1 service 5 0 981.83 1071.83 171.83 0
#1 service 10 0 1074.07 1164.07 174.07 0
#1 service 12 0 1166.89 1256.89 176.89 0
#1 finish 0 0 1343.35 1343.35 263.35 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   0  1343.35 263.35 0
