Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 4 0 80.16 170.16 80.16 0
#1 service 2 0 172.39 262.39 82.39 0
#1 service 10 0 265.55 355.55 85.55 0
#1 service 9 0 361.64 451.64 91.64 0
#1 service 12 0 468.28 558.28 108.28 0
#1 service 3 33.59 573.41 697.0 123.41 0
#1 service 8 7.76 701.24 799.0 127.66 0
#1 service 6 0 802.16 892.16 130.82 0
#1 service 5 0 894.4 984.4 133.05 0
#1 service 1 0 986.63 1076.63 135.29 0
#1 service 7 0 1079.8 1169.8 138.45 0
#1 service 11 0 1173.92 1263.92 142.58 0
#1 finish 0 0 1346.54 1346.54 225.2 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   41.34  1346.54 225.2 0
