Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 8 0 57.43 147.43 57.43 0
#1 service 1 0 169.63 259.63 79.63 0
#1 service 3 0 280.25 370.25 100.25 0
#1 service 11 0 374.72 464.72 104.72 0
#1 service 10 0 467.55 557.55 107.55 0
#1 service 5 0 558.96 648.96 108.96 0
#1 service 9 0 650.96 740.96 110.96 0
#1 service 7 0 742.96 832.96 112.96 0
#1 service 2 0 849.12 939.12 129.12 267.12
#1 service 4 0 960.7 1050.7 150.7 404.7
#1 service 6 0 1056.54 1146.54 156.54 0
#1 service 12 0 1159.07 1249.07 169.07 0
#1 finish 0 0 1303.1 1303.1 223.1 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   0  1303.1 223.1 671.82
