Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 11 44.0 112.0 166.0 112.0 0
#1 service 12 0 181.0 191.0 127.0 30.0
#1 service 8 0 221.08 231.08 157.08 35.08
#1 service 1 0 263.1 273.1 189.1 0
#1 service 5 221.87 341.13 573.0 257.13 0
#1 service 4 56.18 583.82 650.0 267.94 0
#1 service 7 0 692.2 702.2 310.15 124.2
#1 service 9 0 765.55 775.55 373.5 8.55
#1 service 10 0 814.77 824.77 412.71 10.77
#1 service 3 0 832.83 842.83 420.77 0
#1 service 6 0 876.43 886.43 454.38 94.43
#1 service 2 0 963.59 973.59 531.54 0
#1 finish 0 0 1081.85 1081.85 639.8 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   322.06  1081.85 639.8 303.03
