Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 4 0 40.31 130.31 40.31 0
#1 service 1 0 136.14 226.14 46.14 0
#1 service 3 0 229.14 319.14 49.14 0
#1 service 2 46.86 321.14 458.0 51.14 0
#1 service 7 0 493.78 583.78 86.92 0
#1 service 8 0 586.94 676.94 90.08 0
#1 service 9 45.59 681.41 817.0 94.55 0
#1 service 6 0 834.69 924.69 112.25 14.69
#1 service 5 0 929.69 1019.69 117.25 203.69
#1 service 10 0 1055.05 1145.05 152.6 626.05
#1 finish 0 0 1181.1 1181.1 188.66 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   92.45  1181.1 188.66 844.43
