Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 10 0 20.0 110.0 20.0 0
#1 service 2 0 123.0 213.0 33.0 0
#1 service 1 0 216.0 306.0 36.0 0
#1 service 4 0 311.0 401.0 41.0 0
#1 service 3 73.0 406.0 569.0 46.0 0
#1 service 5 0 571.0 661.0 48.0 0
#1 service 8 0 666.83 756.83 53.83 0
#1 service 9 0 761.83 851.83 58.83 0
#1 service 6 0 857.22 947.22 64.22 0
#1 service 7 0 949.22 1039.22 66.22 0
#1 finish 0 0 1070.84 1070.84 97.84 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   73.0  1070.84 97.84 0
