Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 9 0 149.08 159.08 149.08 0
#1 service 6 0 203.27 213.27 193.27 0
#1 service 10 0 219.27 229.27 199.27 0
#1 service 8 0 255.27 265.27 225.27 0
#1 service 3 0 273.33 283.33 233.33 31.33
#1 service 5 0 304.91 314.91 254.91 0
#1 service 4 0 324.13 334.13 264.13 0
#1 service 11 0 373.76 383.76 303.76 0
#1 service 12 0 411.42 421.42 331.42 156.42
#1 service 1 0 507.28 517.28 417.28 166.28
#1 service 2 0 574.87 584.87 474.87 346.87
#1 service 7 0 597.87 607.87 487.87 343.87
#1 finish 0 0 714.1 714.1 594.1 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   0  714.1 594.1 1044.76
