Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 6 307.13 147.87 465.0 147.87 0
#1 service 12 0 494.02 504.02 176.89 0
#1 service 9 28.98 518.02 557.0 190.89 0
#1 service 10 0 561.24 571.24 195.13 0
#1 service 2 0 608.58 618.58 232.47 0
#1 service 1 32.91 643.09 686.0 256.98 0
#1 service 11 0 738.04 748.04 309.02 171.04
#1 service 7 0 820.84 830.84 381.82 0
#1 service 5 0 836.5 846.5 387.48 0
#1 service 4 0 863.53 873.53 404.51 0
#1 service 8 0 896.87 906.87 427.85 433.87
#1 service 3 0 919.91 929.91 440.89 0
#1 finish 0 0 1087.49 1087.49 598.47 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   369.02  1087.49 598.47 604.91
