Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 12 0 113.6 123.6 113.6 0
#1 service 1 0 199.84 209.84 189.84 0
#1 service 2 4.56 228.44 243.0 208.44 0
#1 service 3 0 260.2 270.2 225.65 0
#1 service 9 0 300.47 310.47 255.91 0
#1 service 7 45.53 317.47 373.0 262.91 0
#1 service 4 21.98 406.02 438.0 295.93 0
#1 service 5 0 484.27 494.27 342.2 0
#1 service 6 0 504.47 514.47 352.4 0
#1 service 8 0 526.17 536.17 364.1 0
#1 service 10 0 594.77 604.77 422.7 11.77
#1 service 11 0 641.9 651.9 459.83 217.9
#1 finish 0 0 760.14 760.14 568.07 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   72.07  760.14 568.07 229.67
