Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 10 0 73.78 83.78 73.78 0
#1 service 5 0 95.45 105.45 85.45 0
#1 service 2 432.69 120.31 563.0 100.31 0
#1 service 1 28.46 571.54 610.0 108.86 0
#1 service 4 103.92 622.08 736.0 120.94 0
#1 service 7 0 761.08 771.08 146.02 0
#1 service 11 0 774.24 784.24 149.18 0
#1 service 8 0 788.71 798.71 153.65 0
#1 service 6 0 815.21 825.21 170.15 0
#1 service 3 0 835.21 845.21 180.15 0
#1 service 9 0 889.21 899.21 224.15 235.21
#1 finish 0 0 981.77 981.77 306.71 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   565.06  981.77 306.71 235.21
