Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 3 0 33.54 43.54 33.54 0
#1 service 6 0 56.54 66.54 46.54 0
#1 service 7 13.73 79.27 103.0 59.27 0
#1 service 1 0 115.17 125.17 71.43 0
#1 service 4 0 135.17 145.17 81.43 0
#1 service 2 0 157.17 167.17 93.43 0
#1 service 5 0 180.77 190.77 107.04 0
#1 service 8 0 225.31 235.31 141.58 73.31
#1 service 10 0 290.31 300.31 196.58 146.31
#1 service 9 0 323.13 333.13 219.4 170.13
#1 finish 0 0 350.34 350.34 236.61 120.34
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   13.73  350.34 236.61 510.08
