Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 5 0 17.8 27.8 17.8 0
#1 service 8 7.96 30.04 48.0 20.04 0
#1 service 4 0 53.1 63.1 25.14 0
#1 service 2 0 69.81 79.81 31.85 0
#1 service 6 5.03 82.97 98.0 35.01 0
#1 service 10 0 101.16 111.16 38.17 0
#1 service 9 0 126.97 136.97 53.98 0
#1 service 3 0 146.41 156.41 63.42 57.41
#1 service 7 0 163.48 173.48 70.49 52.48
#1 service 1 0 180.76 190.76 77.77 0
#1 finish 0 0 201.94 201.94 88.95 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   12.99  201.94 88.95 109.89
