Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 8 0 36.67 46.67 36.67 0
#1 service 10 47.33 69.67 127.0 59.67 0
#1 service 12 0 138.4 148.4 71.08 47.4
#1 service 11 0 150.64 160.64 73.31 49.64
#1 service 1 0 230.28 240.28 142.95 107.28
#1 service 2 0 253.7 263.7 156.37 35.7
#1 service 3 0 305.37 315.37 198.05 183.37
#1 service 6 0 323.18 333.18 205.86 232.18
#1 service 5 0 345.23 355.23 217.9 170.23
#1 service 7 0 357.46 367.46 220.14 170.46
#1 service 4 0 377.9 387.9 230.58 305.9
#1 service 9 0 415.69 425.69 258.36 275.69
#1 finish 0 0 462.46 462.46 295.13 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   47.33  462.46 295.13 1577.85
