Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 4 0 37.66 47.66 37.66 0
#1 service 10 13.69 60.31 84.0 50.31 0
#1 service 7 46.56 94.44 151.0 60.75 0
#1 service 5 40.4 159.6 210.0 69.35 0
#1 service 6 0 217.07 227.07 76.42 0
#1 service 3 3.81 231.19 245.0 80.54 0
#1 service 1 35.0 250.0 295.0 85.54 0
#1 service 2 0 299.0 309.0 89.54 0
#1 service 9 0 322.34 332.34 102.88 0
#1 service 8 0 350.73 360.73 121.27 0
#1 service 12 2.27 370.73 383.0 131.27 0
#1 service 11 0 422.2 432.2 170.47 0
#1 finish 0 0 455.01 455.01 193.28 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   141.73  455.01 193.28 0
