Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 7 0 75.39 85.39 75.39 0
#1 service 6 0 111.41 121.41 101.41 0
#1 service 3 0 169.43 179.43 149.43 0
#1 service 5 0 209.85 219.85 179.85 0
#1 service 11 115.59 234.41 360.0 194.41 0
#1 service 10 0 360.0 370.0 194.41 0
#1 service 9 0 370.0 380.0 194.41 0
#1 service 8 0 380.0 390.0 194.41 0
#1 service 12 0 390.0 400.0 194.41 0
#1 service 4 0 409.85 419.85 204.26 0
#1 service 1 0 490.28 500.28 274.69 0
#1 service 2 0 530.28 540.28 304.69 214.28
#1 finish 0 0 559.15 559.15 323.56 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   115.59  559.15 323.56 214.28
