Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 8 153.87 15.13 259.0 15.13 0
#1 service 10 0 277.79 367.79 33.92 0
#1 service 4 0 372.89 462.89 39.02 0
#1 service 7 0 480.92 570.92 57.05 322.92
#1 service 5 0 581.11 671.11 67.25 234.11
#1 service 2 0 702.43 792.43 98.57 290.43
#1 service 1 0 795.43 885.43 101.57 478.43
#1 service 3 0 891.26 981.26 107.4 814.26
#1 service 9 0 1004.7 1094.7 130.83 860.7
#1 service 6 0 1124.66 1214.66 160.8 800.66
#1 finish 0 0 1232.77 1232.77 178.91 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   153.87  1232.77 178.91 3801.52
