Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 4 0 30.81 120.81 30.81 0
#1 service 7 0 124.81 214.81 34.81 0
#1 service 2 163.81 220.19 474.0 40.19 0
#1 service 5 0 481.07 571.07 47.26 0
#1 service 3 0 574.07 664.07 50.26 0
#1 service 1 0 666.07 756.07 52.26 0
#1 service 6 0 763.14 853.14 59.33 0
#1 service 8 0 858.14 948.14 64.33 0
#1 service 10 0 978.95 1068.95 95.14 0
#1 service 9 0 1092.03 1182.03 118.23 0
#1 finish 0 0 1192.23 1192.23 128.42 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   163.81  1192.23 128.42 0
