Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 9 0 10.0 100.0 10.0 0
#1 service 2 0 105.0 195.0 15.0 0
#1 service 1 0 197.83 287.83 17.83 0
#1 service 5 0 291.43 381.43 21.43 0
#1 service 6 0 386.43 476.43 26.43 0
#1 service 3 0 479.43 569.43 29.43 0
#1 service 4 0 571.43 661.43 31.43 0
#1 service 10 67.57 664.43 822.0 34.43 0
#1 service 7 0 825.0 915.0 37.43 0
#1 service 8 0 917.0 1007.0 39.43 0
#1 finish 0 0 1017.2 1017.2 49.63 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   67.57  1017.2 49.63 0
