Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 7 0 16.76 106.76 16.76 0
#1 service 3 0 126.0 216.0 36.0 0
#1 service 2 0 219.0 309.0 39.0 0
#1 service 1 0 314.0 404.0 44.0 0
#1 service 10 0 409.0 499.0 49.0 0
#1 service 4 0 504.0 594.0 54.0 0
#1 service 5 0 596.0 686.0 56.0 0
#1 service 6 0 689.0 779.0 59.0 0
#1 service 8 0 800.93 890.93 80.93 0
#1 service 9 0 893.93 983.93 83.93 0
#1 finish 0 0 999.93 999.93 99.93 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   0  999.93 99.93 0
