Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 10 0 25.0 115.0 25.0 0
#1 service 8 0 130.81 220.81 40.81 0
#1 service 3 0 225.81 315.81 45.81 0
#1 service 1 0 321.64 411.64 51.64 0
#1 service 9 65.36 413.64 569.0 53.64 0
#1 service 2 0 574.0 664.0 58.64 0
#1 service 4 0 669.0 759.0 63.64 0
#1 service 6 0 762.0 852.0 66.64 0
#1 service 5 0 857.0 947.0 71.64 0
#1 service 7 0 949.0 1039.0 73.64 0
#1 finish 0 0 1070.62 1070.62 105.27 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   65.36  1070.62 105.27 0
