Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 13 0 12.21 102.21 12.21 0
#1 service 18 0 105.21 195.21 15.21 0
#1 service 17 11.96 201.04 303.0 21.04 0
#1 service 12 0 308.0 398.0 26.04 0
#1 service 7 0 401.0 491.0 29.04 0
#1 service 4 0 493.0 583.0 31.04 0
#1 service 5 0 588.1 678.1 36.14 0
#1 service 1 90.83 685.17 866.0 43.21 0
#1 service 22 184.0 881.0 1155.0 58.21 0
#1 service 27 0 1160.0 1250.0 63.21 0
#1 service 31 0.61 1255.39 1346.0 68.59 0
#1 service 32 0 1350.0 1440.0 72.59 0
#1 service 33 0 1442.0 1532.0 74.59 0
#1 service 28 93.0 1537.0 1720.0 79.59 0
#1 service 21 181.34 1731.66 2003.0 91.25 0
#1 service 9 0.61 2008.39 2099.0 96.64 0
#1 service 25 90.7 2109.3 2290.0 106.94 0
#1 service 26 90.0 2295.0 2475.0 111.94 0
#1 service 14 368.92 2487.08 2946.0 124.02 0
#1 service 29 29.0 2972.0 3091.0 150.02 0
#1 service 10 0 3104.0 3194.0 163.02 2824.0
#1 service 6 0 3209.3 3299.3 178.32 291.3
#1 service 11 0 3302.9 3392.9 181.92 569.9
#1 service 3 0 3404.9 3494.9 193.92 2564.9
#1 service 34 0 3526.53 3616.53 225.54 1831.53
#1 service 24 0 3644.99 3734.99 254.0 1192.99
#1 service 19 0 3739.99 3829.99 259.0 1099.99
#1 service 23 0 3851.53 3941.53 280.55 1966.53
#1 service 20 0 3945.13 4035.13 284.15 1966.13
#1 service 16 0 4048.55 4138.55 297.57 1783.55
#1 service 2 0 4153.41 4243.41 312.43 3122.41
#1 service 30 0 4272.07 4362.07 341.09 4102.07
#1 service 15 0 4397.05 4487.05 376.07 3270.05
#1 service 8 0 4506.26 4596.26 395.28 1680.26
#1 finish 0 0 4615.58 4615.58 414.59 1225.58
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   1140.98  4615.58 414.59 29491.18
