Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 17 283.27 27.73 401.0 27.73 0
#1 service 25 90.56 411.44 592.0 38.17 0
#1 service 33 0 592.0 682.0 38.17 0
#1 service 23 0 687.0 777.0 43.17 0
#1 service 22 0 784.0 874.0 50.17 0
#1 service 19 0 877.61 967.61 53.78 0
#1 service 18 0 971.21 1061.21 57.38 0
#1 service 13 1.02 1071.98 1163.0 68.15 0
#1 service 11 185.68 1169.32 1445.0 74.48 0
#1 service 3 91.15 1454.85 1636.0 84.33 0
#1 service 2 0 1641.39 1731.39 89.71 0
#1 service 1 0 1736.39 1826.39 94.71 0
#1 service 4 0 1832.39 1922.39 100.71 0
#1 service 7 0 1925.39 2015.39 103.71 0
#1 service 16 0 2029.6 2119.6 117.92 0
#1 service 24 0 2131.3 2221.3 129.63 0
#1 service 30 92.63 2228.37 2411.0 136.7 0
#1 service 29 0 2414.0 2504.0 139.7 0
#1 service 28 0.4 2512.6 2603.0 148.3 0
#1 service 26 0 2608.39 2698.39 153.69 0
#1 service 14 90.16 2711.84 2892.0 167.14 0
#1 service 9 0.19 2899.81 2990.0 174.95 0
#1 service 8 98.94 2998.06 3187.0 183.01 0
#1 service 12 0 3210.09 3300.09 206.1 1883.09
#1 service 31 0 3340.4 3430.4 246.41 1061.4
#1 service 32 0 3433.4 3523.4 249.41 1247.4
#1 service 5 0 3571.81 3661.81 297.83 292.81
#1 service 34 0 3692.23 3782.23 328.24 3030.23
#1 service 21 0 3840.54 3930.54 386.55 977.54
#1 service 10 0 3970.36 4060.36 426.37 2549.36
#1 service 6 0 4066.36 4156.36 432.37 2455.36
#1 service 15 0 4171.49 4261.49 447.51 3033.49
#1 service 27 0 4315.98 4405.98 502.0 1929.98
#1 service 20 0 4466.19 4556.19 562.2 3899.19
#1 finish 0 0 4589.73 4589.73 595.74 1199.73
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   933.99  4589.73 595.74 23559.58
