Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 6 0 26.93 36.93 26.93 0
#1 service 2 0 51.93 61.93 41.93 0
#1 service 7 30.07 64.93 105.0 44.93 0
#1 service 8 0 110.83 120.83 50.76 0
#1 service 4 0 127.9 137.9 57.83 0
#1 service 3 0 139.9 149.9 59.83 0
#1 service 5 0 152.9 162.9 62.83 0
#1 service 1 0 173.34 183.34 73.27 0
#1 service 9 0 195.38 205.38 85.31 0
#1 service 10 0 212.45 222.45 92.38 42.45
#1 finish 0 0 236.6 236.6 106.52 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   30.07  236.6 106.52 42.45
