Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 6 0 12.04 22.04 12.04 0
#1 service 9 0 28.37 38.37 18.37 0
#1 service 8 0 60.57 70.57 40.57 0
#1 service 7 0 81.34 91.34 51.34 0
#1 service 2 0 100.4 110.4 60.4 0
#1 service 10 0 136.01 146.01 86.01 17.01
#1 service 1 0 164.45 174.45 104.45 0
#1 service 5 0 193.05 203.05 123.05 0
#1 service 3 0 213.82 223.82 133.82 0
#1 service 4 0 230.89 240.89 140.89 56.89
#1 finish 0 0 250.89 250.89 150.89 10.89
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   0  250.89 150.89 84.79
