Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 2 0 47.43 57.43 47.43 0
#1 service 3 0 60.43 70.43 50.43 0
#1 service 4 0 72.43 82.43 52.43 0
#1 service 8 0 87.43 97.43 57.43 0
#1 service 10 0 102.43 112.43 62.43 0
#1 service 9 0 115.43 125.43 65.43 0
#1 service 5 0 129.43 139.43 69.43 25.43
#1 service 6 0 140.43 150.43 70.43 0
#1 service 7 0 155.82 165.82 75.82 74.82
#1 service 1 0 201.87 211.87 111.87 0
#1 finish 0 0 237.37 237.37 137.37 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   0  237.37 137.37 100.25
