Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 1 0 58.67 148.67 58.67 0
#1 service 2 0 176.69 266.69 86.69 0
#1 service 3 0 267.69 357.69 87.69 0
#1 service 4 0 358.69 448.69 88.69 0
#1 service 5 0 449.69 539.69 89.69 0
#1 service 7 0 543.69 633.69 93.69 0
#1 service 6 0 634.69 724.69 94.69 0
#1 service 8 0 729.69 819.69 99.69 0
#1 service 11 0 827.75 917.75 107.75 0
#1 service 10 0 925.81 1015.81 115.81 0
#1 service 9 0 1023.87 1113.87 123.87 0
#1 finish 0 0 1154.18 1154.18 164.18 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   0  1154.18 164.18 0
