Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 11 0 102.4 192.4 102.4 0
#1 service 10 0 196.0 286.0 106.0 0
#1 service 3 0 296.05 386.05 116.05 0
#1 service 4 0 388.88 478.88 118.88 0
#1 service 2 0 482.49 572.49 122.49 0
#1 service 1 0 576.49 666.49 126.49 0
#1 service 6 0 674.73 764.73 134.73 0
#1 service 5 0 766.97 856.97 136.97 0
#1 service 7 0 863.37 953.37 143.37 0
#1 service 8 0 957.49 1047.49 147.49 0
#1 service 9 0 1050.66 1140.66 150.66 0
#1 finish 0 0 1237.97 1237.97 247.97 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   0  1237.97 247.97 0
