Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 11 0 93.13 183.13 93.13 0
#1 service 8 0 211.29 301.29 121.29 0
#1 service 10 0 322.51 412.51 142.51 0
#1 service 9 0 420.75 510.75 150.75 0
#1 service 7 0 516.41 606.41 156.41 0
#1 service 1 0 707.61 797.61 257.61 0
#1 service 5 0 887.97 977.97 347.97 0
#1 service 6 0 985.04 1075.04 355.04 0
#1 service 3 0 1077.04 1167.04 357.04 0
#1 service 4 0 1168.04 1258.04 358.04 0
#1 service 2 0 1259.04 1349.04 359.04 0
#1 finish 0 0 1455.67 1455.67 465.67 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   0  1455.67 465.67 0
