Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 10 351.53 93.47 455.0 93.47 0
#1 service 2 46.07 481.93 538.0 120.4 0
#1 service 8 0 552.0 562.0 134.4 0
#1 service 12 0 569.62 579.62 142.01 0
#1 service 6 0 595.89 605.89 158.29 0
#1 service 11 0 619.82 629.82 172.22 0
#1 service 3 0 643.72 653.72 186.11 0
#1 service 1 0 674.6 684.6 206.99 0
#1 service 5 0 714.02 724.02 236.42 15.02
#1 service 9 0 736.07 746.07 248.46 41.07
#1 service 4 0 789.75 799.75 292.14 50.75
#1 service 7 0 824.08 834.08 316.47 75.08
#1 finish 0 0 866.28 866.28 348.68 62.28
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   397.6  866.28 348.68 244.19
