Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 6 0 46.52 56.52 46.52 0
#1 service 4 0 70.94 80.94 60.94 0
#1 service 2 0 85.41 95.41 65.41 0
#1 service 7 0 120.43 130.43 90.43 0
#1 service 1 0 155.73 165.73 115.73 0
#1 service 3 0 173.79 183.79 123.79 0
#1 service 5 0 191.86 201.86 131.86 0
#1 service 8 0 229.64 239.64 159.64 39.64
#1 service 9 0 285.74 295.74 205.74 131.74
#1 finish 10 0 303.02 313.02 213.02 145.02
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   0  313.02 213.02 316.4
