Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 9 20.35 15.65 46.0 15.65 0
#1 service 3 0 56.77 66.77 26.42 0
#1 service 5 17.4 69.6 97.0 29.25 0
#1 service 4 0 103.32 113.32 35.58 0
#1 service 1 0 118.98 128.98 41.23 0
#1 service 2 0 132.59 142.59 44.84 0
#1 service 10 0 150.83 160.83 53.08 0
#1 service 6 0 168.04 178.04 60.3 0
#1 service 7 0 183.04 193.04 65.3 0
#1 finish 8 0 201.59 211.59 73.84 103.59
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   37.75  211.59 73.84 103.59
