Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 9 2.5 25.5 38.0 25.5 0
#1 service 3 0 53.0 63.0 40.5 0
#1 service 2 0 72.43 82.43 49.93 0
#1 service 1 0 89.14 99.14 56.64 0
#1 service 5 0 109.44 119.44 66.93 0
#1 service 4 0 133.04 143.04 80.53 0
#1 service 6 0 151.98 161.98 89.48 0
#1 service 10 0 172.75 182.75 100.25 0
#1 service 7 0 200.56 210.56 118.05 81.56
#1 finish 8 0 226.84 236.84 134.33 83.84
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   2.5  236.84 134.33 165.4
