Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 3 0 14.87 24.87 14.87 0
#1 service 9 0 37.07 47.07 27.07 0
#1 service 10 0 56.51 66.51 36.51 0
#1 service 8 0 73.21 83.21 43.21 0
#1 service 4 0 88.31 98.31 48.31 0
#1 service 1 0 104.4 114.4 54.4 0
#1 service 2 0 118.87 128.87 58.87 0
#1 service 7 0 135.27 145.27 65.27 0
#1 service 5 0 148.43 158.43 68.43 0
#1 finish 6 0 162.68 172.68 72.68 51.68
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   0  172.68 72.68 51.68
