Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 2 18.22 27.78 56.0 27.78 0
#1 service 5 0 60.12 70.12 31.91 0
#1 service 10 0 83.28 93.28 45.06 0
#1 service 6 0 104.46 114.46 56.24 0
#1 service 4 0 127.61 137.61 69.39 0
#1 service 1 0 144.89 154.89 76.67 0
#1 service 8 0 169.76 179.76 91.54 0
#1 service 7 0 183.36 193.36 95.15 0
#1 service 3 0 202.8 212.8 104.58 16.8
#1 finish 9 0 222.69 232.69 114.48 72.69
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   18.22  232.69 114.48 89.49
