Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 4 0 5.0 15.0 5.0 0
#1 service 8 0 22.28 32.28 12.28 0
#1 service 6 0 40.09 50.09 20.09 0
#1 service 5 0 55.09 65.09 25.09 0
#1 service 7 0 71.41 81.41 31.41 0
#1 service 2 0 91.41 101.41 41.41 0
#1 service 10 21.88 108.12 140.0 48.12 0
#1 service 9 0 148.94 158.94 57.07 0
#1 service 1 0 172.1 182.1 70.22 84.1
#1 finish 3 0 190.16 200.16 78.28 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   21.88  200.16 78.28 84.1
