Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 8 0 25.5 35.5 25.5 0
#1 service 10 0 43.56 53.56 33.56 0
#1 service 6 0 60.63 70.63 40.63 0
#1 service 4 0 78.69 88.69 48.69 0
#1 service 9 0 95.9 105.9 55.9 0
#1 service 7 0 117.9 127.9 67.9 0
#1 service 3 0 137.34 147.34 77.34 0
#1 service 5 0 153.74 163.74 83.74 0
#1 service 1 0 176.47 186.47 96.47 85.47
#1 finish 2 0 191.85 201.85 101.85 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   0  201.85 101.85 85.47
