Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 8 0 25.5 35.5 25.5 0
#1 service 6 0 44.71 54.71 34.71 0
#1 service 10 0 65.89 75.89 45.89 0
#1 service 5 0 86.71 96.71 56.71 0
#1 service 3 0 102.79 112.79 62.79 0
#1 service 1 12.11 117.89 140.0 67.89 0
#1 service 2 0 143.16 153.16 71.06 0
#1 service 4 0 155.99 165.99 73.88 0
#1 service 9 0 184.02 194.02 91.91 0
#1 finish 7 0 206.06 216.06 103.95 88.06
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   12.11  216.06 103.95 88.06
