Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 6 0 21.1 31.1 21.1 0
#1 service 1 0 38.17 48.17 28.17 0
#1 service 2 15.71 52.29 78.0 32.29 0
#1 service 4 0 85.07 95.07 39.36 0
#1 service 8 0 99.54 109.54 43.83 0
#1 service 9 0 114.93 124.93 49.22 0
#1 service 3 0 127.16 137.16 51.45 0
#1 service 7 0 139.4 149.4 53.69 0
#1 service 5 0 154.4 164.4 58.69 0
#1 finish 10 0 167.56 177.56 61.85 74.56
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   15.71  177.56 61.85 74.56
