Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 10 0 28.64 38.64 28.64 0
#1 service 1 0 98.65 108.65 88.65 0
#1 service 2 79.73 116.27 206.0 96.27 0
#1 service 5 0 220.04 230.04 110.3 0
#1 service 3 48.96 243.04 302.0 123.3 0
#1 service 4 0 314.08 324.08 135.39 0
#1 service 7 0 340.21 350.21 151.51 0
#1 service 9 0 354.21 364.21 155.51 0
#1 service 6 0 374.5 384.5 165.81 0
#1 service 8 8.65 394.35 413.0 175.66 0
#1 service 11 0 488.0 498.0 250.66 8.0
#1 service 12 0 587.89 597.89 340.54 271.89
#1 finish 0 0 616.76 616.76 359.41 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   137.34  616.76 359.41 279.89
