Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 10 0 11.18 21.18 11.18 0
#1 service 7 0 42.58 52.58 32.58 0
#1 service 4 0 61.64 71.64 41.64 0
#1 service 12 0 78.34 88.34 48.34 0
#1 service 11 0 96.16 106.16 56.16 0
#1 service 8 202.84 113.16 326.0 63.16 0
#1 service 5 0 359.97 369.97 97.13 0
#1 service 9 65.89 392.11 468.0 119.26 0
#1 service 6 0 472.47 482.47 123.73 0
#1 service 2 0 490.72 500.72 131.98 0
#1 service 3 0 504.84 514.84 136.1 0
#1 service 1 0 527.88 537.88 149.14 0
#1 finish 0 0 538.88 538.88 150.14 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   268.74  538.88 150.14 0
