Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 2 2.0 18.0 30.0 18.0 0
#1 service 6 7.6 46.4 64.0 34.4 0
#1 service 5 0 74.0 84.0 44.4 0
#1 service 7 0 104.62 114.62 65.02 0
#1 service 10 0 128.76 138.76 79.16 0
#1 service 4 0 185.93 195.93 126.33 0
#1 service 9 0 235.93 245.93 166.33 85.93
#1 service 3 0 260.93 270.93 181.33 125.93
#1 service 8 0 315.97 325.97 226.37 177.97
#1 service 1 0 338.01 348.01 238.41 195.01
#1 finish 0 0 372.34 372.34 262.75 142.34
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   9.6  372.34 262.75 727.19
