Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 2 23.0 15.0 48.0 15.0 0
#1 service 3 0 70.36 80.36 37.36 0
#1 service 4 0 101.57 111.57 58.57 0
#1 service 5 0 127.39 137.39 74.39 0
#1 service 7 0 172.74 182.74 109.74 0
#1 service 1 0 234.75 244.75 161.75 66.75
#1 service 10 0 282.7 292.7 199.7 130.7
#1 service 8 0 328.05 338.05 235.05 222.05
#1 service 9 0 358.67 368.67 255.67 250.67
#1 service 6 0 408.98 418.98 295.98 303.98
#1 finish 0 0 448.13 448.13 325.13 218.13
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   23.0  448.13 325.13 1192.28
