Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 2 0 277.32 287.32 277.32 0
#1 service 1 0 296.54 306.54 286.54 0
#1 service 3 0 356.79 366.79 336.79 0
#1 service 4 0 367.79 377.79 337.79 0
#1 service 5 0 379.2 389.2 339.2 0
#1 service 6 0 392.81 402.81 342.81 0
#1 service 7 0 413.58 423.58 353.58 0
#1 service 8 0 432.63 442.63 362.63 0
#1 service 9 0 447.73 457.73 367.73 0
#1 service 11 0 471.18 481.18 381.18 0
#1 service 12 0 493.23 503.23 393.23 0
#1 service 10 0 544.23 554.23 434.23 0
#1 finish 0 0 780.54 780.54 660.54 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   0  780.54 660.54 0
