Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 5 0 34.21 44.21 34.21 0
#1 service 2 0 51.42 61.42 41.42 0
#1 service 8 0 82.82 92.82 62.82 0
#1 service 7 0 105.55 115.55 75.55 0
#1 service 6 0 133.01 143.01 93.01 0
#1 service 1 0 154.71 164.71 104.71 4.71
#1 service 3 0 175.48 185.48 115.48 0
#1 service 4 0 193.55 203.55 123.55 4.55
#1 service 9 0 216.2 226.2 136.2 15.2
#1 service 10 0 246.42 256.42 156.42 109.42
#1 finish 0 0 260.89 260.89 160.89 30.89
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   0  260.89 160.89 164.77
