Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 10 7.17 29.83 47.0 29.83 0
#1 service 9 0 67.12 77.12 49.96 0
#1 service 7 0 86.56 96.56 59.39 0
#1 service 8 0 106.76 116.76 69.59 0
#1 service 3 0 121.76 131.76 74.59 0
#1 service 5 0 137.41 147.41 80.25 2.41
#1 service 4 0 151.02 161.02 83.85 16.02
#1 service 6 0 167.73 177.73 90.56 48.73
#1 service 1 0 186.33 196.33 99.16 0
#1 service 2 0 209.37 219.37 112.2 53.37
#1 finish 0 0 230.55 230.55 123.38 0.55
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   7.17  230.55 123.38 121.08
