Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 9 0 17.8 27.8 17.8 0
#1 service 10 0 30.04 40.04 20.04 0
#1 service 8 0 45.7 55.7 25.7 0
#1 service 1 0 63.76 73.76 33.76 0
#1 service 2 0 79.42 89.42 39.42 0
#1 service 3 0 100.6 110.6 50.6 0
#1 service 5 0 123.64 133.64 63.64 5.64
#1 service 4 0 139.96 149.96 69.96 34.96
#1 service 7 0 156.28 166.28 76.28 39.28
#1 service 6 0 171.94 181.94 81.94 34.94
#1 finish 0 0 199.43 199.43 99.43 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   0  199.43 99.43 114.82
