Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 7 4.68 23.32 38.0 23.32 0
#1 service 9 16.6 44.4 71.0 29.73 0
#1 service 6 0 81.44 91.44 40.17 0
#1 service 2 0 98.15 108.15 46.88 1.15
#1 service 5 0 114.86 124.86 53.58 0
#1 service 1 0 128.98 138.98 57.71 21.98
#1 service 3 0 145.69 155.69 64.41 43.69
#1 service 4 0 163.3 173.3 72.03 70.3
#1 service 10 0 182.79 192.79 81.52 71.79
#1 service 8 0 202.01 212.01 90.74 81.01
#1 finish 0 0 224.05 224.05 102.78 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   21.27  224.05 102.78 289.92
