Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 11 27.18 63.82 101.0 63.82 0
#1 service 6 0 118.26 128.26 81.08 0
#1 service 9 0 184.16 194.16 136.98 0
#1 service 8 50.79 218.21 279.0 161.03 0
#1 service 7 186.93 286.07 483.0 168.1 0
#1 service 3 85.4 496.6 592.0 181.7 0
#1 service 1 0 608.28 618.28 197.98 0
#1 service 2 0 627.5 637.5 207.2 500.5
#1 service 4 0 648.9 658.9 218.6 0
#1 service 5 97.8 669.2 777.0 228.89 0
#1 service 10 0 791.14 801.14 243.04 0
#1 finish 0 0 904.03 904.03 345.92 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   448.11  904.03 345.92 500.5
