Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 10 0 40.05 50.05 40.05 0
#1 service 4 0 75.29 85.29 65.29 0
#1 service 6 0 94.29 104.29 74.29 0
#1 service 1 0 108.76 118.76 78.76 0
#1 service 2 0 125.09 135.09 85.09 0
#1 service 7 0 148.12 158.12 98.12 0
#1 service 5 0 169.3 179.3 109.3 0
#1 service 9 0 189.93 199.93 119.93 9.93
#1 service 3 0 217.2 227.2 137.2 46.2
#1 service 8 0 245.22 255.22 155.22 124.22
#1 finish 0 0 288.77 288.77 188.77 48.77
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   0  288.77 188.77 229.12
