Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 9 0 83.82 93.82 83.82 0
#1 service 5 0 99.47 109.47 89.47 0
#1 service 3 7.72 117.28 135.0 97.28 0
#1 service 2 0 152.89 162.89 115.17 0
#1 service 6 0 177.45 187.45 129.73 0
#1 service 7 140.39 190.61 341.0 132.89 0
#1 service 4 0 348.21 358.21 140.1 0
#1 service 12 0 366.02 376.02 147.91 0
#1 service 8 35.76 385.24 431.0 157.13 0
#1 service 1 0 448.89 458.89 175.02 120.89
#1 service 10 0 480.27 490.27 196.4 0
#1 service 11 0 492.27 502.27 198.4 233.27
#1 finish 0 0 571.06 571.06 267.2 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   183.87  571.06 267.2 354.15
