Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 8 0 74.97 84.97 74.97 0
#1 service 6 77.79 93.21 181.0 83.21 0
#1 service 5 186.0 191.0 387.0 93.21 0
#1 service 4 58.9 392.1 461.0 98.31 0
#1 service 2 0 464.61 474.61 101.92 311.61
#1 service 3 0 484.66 494.66 111.97 0
#1 service 11 0 540.93 550.93 158.24 239.93
#1 service 1 0 585.94 595.94 193.25 320.94
#1 service 9 0 624.58 634.58 221.89 394.58
#1 service 10 0 642.82 652.82 230.13 370.82
#1 service 7 0 665.63 675.63 242.94 364.63
#1 service 12 0 700.65 710.65 267.96 201.65
#1 finish 0 0 770.09 770.09 327.4 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   322.69  770.09 327.4 2204.15
