Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 2 0 39.05 49.05 39.05 0
#1 service 6 0 71.07 81.07 61.07 0
#1 service 3 0 103.55 113.55 83.55 20.55
#1 service 5 11.39 121.61 143.0 91.61 0
#1 service 7 0 166.02 176.02 114.63 0
#1 service 9 0 186.32 196.32 124.93 0
#1 service 10 0 224.6 234.6 153.21 22.6
#1 service 8 0 269.14 279.14 187.75 198.14
#1 service 1 0 326.66 336.66 235.27 231.66
#1 service 4 0 371.79 381.79 270.4 330.79
#1 finish 0 0 392.97 392.97 281.58 152.97
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   11.39  392.97 281.58 956.71
