Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 6 0 45.04 55.04 45.04 0
#1 service 10 0 85.28 95.28 75.28 0
#1 service 7 0 120.04 130.04 100.04 0
#1 service 9 0 145.3 155.3 115.3 0
#1 service 8 0 177.97 187.97 137.97 0
#1 service 2 0 236.08 246.08 186.08 173.08
#1 service 4 0 248.08 258.08 188.08 154.08
#1 service 3 0 261.08 271.08 191.08 70.08
#1 service 5 0 337.48 347.48 257.48 146.48
#1 service 1 0 388.62 398.62 298.62 321.62
#1 finish 0 0 436.36 436.36 336.36 196.36
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   0  436.36 336.36 1061.68
