Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 9 6.0 41.0 57.0 41.0 0
#1 service 7 1.18 67.82 79.0 51.82 0
#1 service 4 0 86.21 96.21 59.03 0
#1 service 3 0 99.21 109.21 62.03 0
#1 service 2 0 110.21 120.21 63.03 0
#1 service 1 0 122.45 132.45 65.26 0
#1 service 6 3.39 135.61 149.0 68.43 0
#1 service 5 0 150.0 160.0 69.43 0
#1 service 8 0 166.32 176.32 75.75 0
#1 service 10 0 206.92 216.92 106.34 116.92
#1 service 11 0 219.15 229.15 108.58 106.15
#1 finish 0 0 273.8 273.8 153.22 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   10.57  273.8 153.22 223.07
