Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 11 0 82.73 92.73 82.73 0
#1 service 5 13.1 95.9 119.0 85.9 0
#1 service 6 0 120.0 130.0 86.9 0
#1 service 1 0 136.32 146.32 93.22 0
#1 service 10 0 154.93 164.93 101.82 0
#1 service 8 0 165.93 175.93 102.82 0
#1 service 12 0 177.93 187.93 104.82 0
#1 service 7 0 207.03 217.03 123.93 0
#1 service 9 0 230.63 240.63 137.53 0
#1 service 3 0 246.29 256.29 143.19 0
#1 service 2 0 258.53 268.53 145.42 67.53
#1 service 4 0 270.53 280.53 147.42 0
#1 finish 0 0 366.04 366.04 232.93 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   13.1  366.04 232.93 67.53
