Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 2 0 85.38 95.38 85.38 0
#1 service 8 0 98.98 108.98 88.98 0
#1 service 1 3.4 124.6 138.0 104.6 0
#1 service 10 0 154.12 164.12 120.73 0
#1 service 11 0 173.61 183.61 130.21 0
#1 service 12 0 187.85 197.85 134.46 0
#1 service 5 0 230.24 240.24 166.84 0
#1 service 3 0 241.24 251.24 167.84 0
#1 service 7 0 254.24 264.24 170.84 0
#1 service 6 0 266.48 276.48 173.08 0
#1 service 4 0 287.11 297.11 183.71 0
#1 service 9 0 304.18 314.18 190.78 0
#1 finish 0 0 395.5 395.5 272.1 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   3.4  395.5 272.1 0
