Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 3 0 94.02 104.02 94.02 0
#1 service 6 0 116.06 126.06 106.06 0
#1 service 9 0 127.06 137.06 107.06 0
#1 service 10 0 140.23 150.23 110.23 0
#1 service 12 0 152.46 162.46 112.46 0
#1 service 8 8.07 166.93 185.0 116.93 0
#1 service 5 0 188.16 198.16 120.1 0
#1 service 7 66.5 211.5 288.0 133.44 0
#1 service 1 76.4 306.6 393.0 152.04 0
#1 service 2 0 401.6 411.6 160.64 0
#1 service 11 0 432.19 442.19 181.23 0
#1 service 4 0 464.22 474.22 203.25 0
#1 finish 0 0 553.73 553.73 282.77 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   150.96  553.73 282.77 0
