Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 10 0 30.81 120.81 30.81 0
#1 service 1 0 169.07 259.07 79.07 0
#1 service 2 0 262.07 352.07 82.07 0
#1 service 9 0 354.07 444.07 84.07 94.07
#1 service 5 0 449.07 539.07 89.07 0
#1 service 6 0 544.07 634.07 94.07 0
#1 service 3 0 637.07 727.07 97.07 0
#1 service 8 0 731.07 821.07 101.07 88.07
#1 service 7 0 822.07 912.07 102.07 91.07
#1 service 4 0 917.45 1007.45 107.45 0
#1 finish 0 0 1058.93 1058.93 158.93 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   0  1058.93 158.93 273.2
