Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 9 0 33.54 43.54 33.54 0
#1 service 5 0 48.54 58.54 38.54 0
#1 service 10 0 65.61 75.61 45.61 0
#1 service 6 4.39 80.61 95.0 50.61 0
#1 service 3 0 100.39 110.39 56.0 0
#1 service 2 0 116.22 126.22 61.83 43.22
#1 service 4 10.78 128.22 149.0 63.83 0
#1 service 1 0 152.61 162.61 67.43 0
#1 service 8 0 172.61 182.61 77.43 78.61
#1 service 7 0 190.22 200.22 85.05 68.22
#1 finish 0 0 231.03 231.03 115.86 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   15.17  231.03 115.86 190.04
